2025-06-18,NC 다이노스,LG 트윈스,창원 NC 베이스볼 파크,18:30
2025-06-18,SSG 랜더스,두산 베어스,인천 SSG 랜더스 필드,18:30
2025-06-18,KT 위즈,기아 타이거즈,수원 KT 위즈 파크,18:30
2025-06-19,롯데 자이언츠,SSG 랜더스,사직 야구장,18:30
2025-06-19,키움 히어로즈,KT 위즈,고척 스카이 돔,18:30
2025-06-19,NC 다이노스,LG 트윈스,창원 NC 베이스볼 파크,18:30
2025-06-19,SSG 랜더스,두산 베어스,인천 SSG 랜더스 필드,18:30
2025-06-19,KT 위즈,기아 타이거즈,수원 KT 위즈 파크,18:30
2025-06-20,LG 트윈스,삼성 라이온즈,잠실 야구장,18:30
2025-06-20,두산 베어스,한화 이글스,잠실 야구장,18:30
2025-06-20,기아 타이거즈,롯데 자이언츠,광주 기아 챔피언스 필드,18:30
2025-06-20,삼성 라이온즈,키움 히어로즈,대구 삼성 라이온즈 파크,18:30
2025-06-20,한화 이글스,NC 다이노스,대전 한화 생명 볼 파크,18:30
2025-06-21,LG 트윈스,삼성 라이온즈,잠실 야구장,14:00
2025-06-21,두산 베어스,한화 이글스,잠실 야구장,14:00
2025-06-21,기아 타이거즈,롯데 자이언츠,광주 기아 챔피언스 필드,14:00
2025-06-21,삼성 라이온즈,키움 히어로즈,대구 삼성 라이온즈 파크,14:00
2025-06-21,한화 이글스,NC 다이노스,대전 한화 생명 볼 파크,14:00
2025-06-22,LG 트윈스,삼성 라이온즈,잠실 야구장,17:00
2025-06-22,두산 베어스,한화 이글스,잠실 야구장,17:00
2025-06-22,기아 타이거즈,롯데 자이언츠,광주 기아 챔피언스 필드,17:00
2025-06-22,삼성 라이온즈,키움 히어로즈,대구 삼성 라이온즈 파크,17:00
2025-06-22,한화 이글스,NC 다이노스,대전 한화 생명 볼 파크,17:00
2025-06-24,롯데 자이언츠,SSG 랜더스,사직 야구장,18:30
2025-06-24,키움 히어로즈,KT 위즈,고척 스카이 돔,18:30
2025-06-24,NC 다이노스,LG 트윈스,창원 NC 베이스볼 파크,18:30
2025-06-24,SSG 랜더스,두산 베어스,인천 SSG 랜더스 필드,18:30
2025-06-24,KT 위즈,기아 타이거즈,수원 KT 위즈 파크,18:30
2025-06-25,롯데 자이언츠,SSG 랜더스,사직 야구장,18:30
2025-06-25,키움 히어로즈,KT 위즈,고척 스카이 돔,18:30
2025-06-25,NC 다이노스,LG 트윈스,창원 NC 베이스볼 파크,18:30
2025-06-25,SSG 랜더스,두산 베어스,인천 SSG 랜더스 필드,18:30
2025-06-25,KT 위즈,기아 타이거즈,수원 KT 위즈 파크,18:30
2025-06-26,롯데 자이언츠,SSG 랜더스,사직 야구장,18:30
2025-06-26,키움 히어로즈,KT 위즈,고척 스카이 돔,18:30
2025-06-26,NC 다이노스,LG 트윈스,창원 NC 베이스볼 파크,18:30
2025-06-26,SSG 랜더스,두산 베어스,인천 SSG 랜더스 필드,18:30
2025-06-26,KT 위즈,기아 타이거즈,수원 KT 위즈 파크,18:30
2025-06-27,LG 트윈스,삼성 라이온즈,잠실 야구장,18:30
2025-06-27,두산 베어스,한화 이글스,잠실 야구장,18:30
2025-06-27,기아 타이거즈,롯데 자이언츠,광주 기아 챔피언스 필드,18:30
2025-06-27,삼성 라이온즈,키움 히어로즈,대구 삼성 라이온즈 파크,18:30
2025-06-27,한화 이글스,NC 다이노스,대전 한화 생명 볼 파크,18:30
2025-06-28,LG 트윈스,삼성 라이온즈,잠실 야구장,14:00
2025-06-28,두산 베어스,한화 이글스,잠실 야구장,14:00
2025-06-28,기아 타이거즈,롯데 자이언츠,광주 기아 챔피언스 필드,14:00
2025-06-28,삼성 라이온즈,키움 히어로즈,대구 삼성 라이온즈 파크,14:00
2025-06-28,한화 이글스,NC 다이노스,대전 한화 생명 볼 파크,14:00
2025-06-29,LG 트윈스,삼성 라이온즈,잠실 야구장,17:00
2025-06-29,두산 베어스,한화 이글스,잠실 야구장,17:00
2025-06-29,기아 타이거즈,롯데 자이언츠,광주 기아 챔피언스 필드,17:00
2025-06-29,삼성 라이온즈,키움 히어로즈,대구 삼성 라이온즈 파크,17:00
2025-06-29,한화 이글스,NC 다이노스,대전 한화 생명 볼 파크,17:00
2025-07-01,롯데 자이언츠,KT 위즈,사직 야구장,18:30
2025-07-01,키움 히어로즈,LG 트윈스,고척 스카이 돔,18:30
2025-07-01,NC 다이노스,두산 베어스,창원 NC 베이스볼 파크,18:30
2025-07-01,SSG 랜더스,기아 타이거즈,인천 SSG 랜더스 필드,18:30
2025-07-01,KT 위즈,삼성 라이온즈,수원 KT 위즈 파크,18:30
2025-07-02,롯데 자이언츠,KT 위즈,사직 야구장,18:30
2025-07-02,키움 히어로즈,LG 트윈스,고척 스카이 돔,18:30
2025-07-02,NC 다이노스,두산 베어스,창원 NC 베이스볼 파크,18:30
2025-07-02,SSG 랜더스,기아 타이거즈,인천 SSG 랜더스 필드,18:30
2025-07-02,KT 위즈,삼성 라이온즈,수원 KT 위즈 파크,18:30
2025-07-03,롯데 자이언츠,KT 위즈,사직 야구장,18:30
2025-07-03,키움 히어로즈,LG 트윈스,고척 스카이 돔,18:30
2025-07-03,NC 다이노스,두산 베어스,창원 NC 베이스볼 파크,18:30
2025-07-03,SSG 랜더스,기아 타이거즈,인천 SSG 랜더스 필드,18:30
2025-07-03,KT 위즈,삼성 라이온즈,수원 KT 위즈 파크,18:30
2025-07-04,LG 트윈스,한화 이글스,잠실 야구장,18:30
2025-07-04,두산 베어스,롯데 자이언츠,잠실 야구장,18:30
2025-07-04,기아 타이거즈,키움 히어로즈,광주 기아 챔피언스 필드,18:30
2025-07-04,삼성 라이온즈,NC 다이노스,대구 삼성 라이온즈 파크,18:30
2025-07-04,한화 이글스,SSG 랜더스,대전 한화 생명 볼 파크,18:30
2025-07-05,LG 트윈스,한화 이글스,잠실 야구장,14:00
